Size,Re_Run,Type,Structure,Formation,Log Footage,Depth Average,Blades,Cutter size,Min Flow Rate,Max Flow Rate,TFA,HSI,Log Min WOB,Max WOB,Log ROP,Mud Weight,Drive_System,Min_RPM,Max_RPM,Torque Max,Torque Min,Manufacturer
8.5,0,1,2,18,5.393627546352362,15537.5,16.0,0.0,560.0,580.0,1.5,0.65,0.6931471805599453,23.0,1.3987168811184478,8.4,0,185.0,191.0,17.0,13.0,1
8.5,0,1,2,17,4.890349128221754,15537.5,16.0,0.0,560.0,580.0,1.5,0.65,0.6931471805599453,23.0,1.3987168811184478,8.4,0,185.0,191.0,17.0,13.0,1
8.5,0,2,2,17,5.4680601411351315,15886.5,7.0,16.0,550.0,550.0,0.773,2.33,0.6931471805599453,20.0,1.6695918352538475,9.4,1,80.0,127.0,24.0,14.0,4
8.5,0,2,5,8,4.499809670330265,15886.5,7.0,16.0,550.0,550.0,0.773,2.33,0.6931471805599453,20.0,1.6695918352538475,9.4,1,80.0,127.0,24.0,14.0,4
8.5,0,2,5,8,4.6913478822291435,16104.5,7.0,16.0,550.0,550.0,0.773,2.498,1.791759469228055,24.0,1.2809338454620642,9.4,1,60.0,140.0,24.0,14.0,2
8.5,0,2,5,18,4.718498871295094,16215.0,8.0,13.0,275.0,550.0,0.778,2.142,0.9162907318741551,26.0,1.0986122886681098,9.4,2,80.0,130.0,22.0,15.0,4
8.5,0,2,5,18,5.780743515792329,16433.0,8.0,13.0,275.0,550.0,0.813,2.014,1.3862943611198906,30.0,1.1631508098056809,9.4,2,85.0,140.0,19.0,13.5,4
8.5,0,2,5,18,5.241747015059643,16689.5,8.0,13.0,550.0,550.0,0.884,1.894,0.0,40.0,0.9162907318741551,9.4,2,80.0,145.0,18.0,14.0,0
8.5,0,3,5,18,4.499809670330265,17182.5,3.0,0.0,550.0,565.0,0.601,4.249,0.6931471805599453,40.0,2.1162555148025524,9.4,2,80.0,110.0,25.0,12.5,1
8.5,0,3,5,17,6.561030665896573,17182.5,3.0,0.0,550.0,565.0,0.601,4.249,0.6931471805599453,40.0,2.1162555148025524,9.4,2,80.0,110.0,25.0,12.5,1
8.5,0,2,5,17,5.267858159063328,17874.0,8.0,13.0,275.0,550.0,1.21,1.011,0.0,35.0,1.5040773967762742,9.4,2,80.0,120.0,20.0,14.0,4
8.5,0,2,5,0,5.971261839790462,17874.0,8.0,13.0,275.0,550.0,1.21,1.011,0.0,35.0,1.5040773967762742,9.4,2,80.0,120.0,20.0,14.0,4
8.5,0,2,5,0,3.4011973816621555,18243.5,8.0,13.0,550.0,550.0,1.3,0.875,2.302585092994046,24.0,2.5572273113676265,9.4,2,80.0,120.0,17.0,14.0,2
8.5,0,2,5,8,4.812184355372417,18243.5,8.0,13.0,550.0,550.0,1.3,0.875,2.302585092994046,24.0,2.5572273113676265,9.4,2,80.0,120.0,17.0,14.0,2
36.0,0,3,4,15,4.442651256490317,87.5,3.0,0.0,300.0,550.0,2.605,0.003,2.302585092994046,15.0,2.5649493574615367,8.5,2,60.0,60.0,5.0,4.0,4
26.0,0,2,4,15,5.811140992976701,1270.0,6.0,19.0,276.0,460.0,0.663,0.047,1.791759469228055,35.0,3.380994674344636,8.5,1,100.0,115.0,16.0,5.0,4
26.0,0,2,4,9,6.914730892718563,1270.0,6.0,19.0,276.0,460.0,0.663,0.047,1.791759469228055,35.0,3.380994674344636,8.5,1,100.0,115.0,16.0,5.0,4
26.0,0,2,4,16,6.844815479208263,1270.0,6.0,19.0,276.0,460.0,0.663,0.047,1.791759469228055,35.0,3.380994674344636,8.5,1,100.0,115.0,16.0,5.0,4
18.5,0,2,4,16,5.480638923341991,3433.5,8.0,19.0,900.0,970.0,0.923,1.403,1.6094379124341003,35.0,3.4307561839036995,9.1,1,30.0,120.0,20.0,3.0,4
18.5,0,2,4,1,7.499423290592229,3433.5,8.0,19.0,900.0,970.0,0.923,1.403,1.6094379124341003,35.0,3.4307561839036995,9.1,1,30.0,120.0,20.0,3.0,4
18.5,0,2,4,1,4.060443010546419,5093.5,8.0,19.0,900.0,950.0,1.089,1.16,1.0986122886681098,28.0,3.817712325956905,9.1,1,80.0,150.0,16.0,2.0,4
18.5,0,2,4,2,6.35088571671474,5093.5,8.0,19.0,900.0,950.0,1.089,1.16,1.0986122886681098,28.0,3.817712325956905,9.1,1,80.0,150.0,16.0,2.0,4
18.5,0,2,4,3,5.834810737062605,5093.5,8.0,19.0,900.0,950.0,1.089,1.16,1.0986122886681098,28.0,3.817712325956905,9.1,1,80.0,150.0,16.0,2.0,4
18.5,0,2,4,4,5.308267697401205,5093.5,8.0,19.0,900.0,950.0,1.089,1.16,1.0986122886681098,28.0,3.817712325956905,9.1,1,80.0,150.0,16.0,2.0,4
18.5,0,2,4,5,4.584967478670572,5093.5,8.0,19.0,900.0,950.0,1.089,1.16,1.0986122886681098,28.0,3.817712325956905,9.1,1,80.0,150.0,16.0,2.0,4
14.75,0,2,4,5,6.779921907472252,6170.0,6.0,19.0,800.0,938.0,0.994,2.0,2.70805020110221,50.0,2.91235066461494,10.1,1,120.0,180.0,18.0,2.0,4
14.75,0,2,4,5,6.46302945692067,7138.0,8.0,19.0,940.0,1000.0,1.203,2.41,2.995732273553991,55.0,2.7788192719904172,10.7,1,120.0,175.0,20.0,2.0,2
14.75,0,2,4,6,5.342334251964811,7138.0,8.0,19.0,940.0,1000.0,1.203,2.41,2.995732273553991,55.0,2.7788192719904172,10.7,1,120.0,175.0,20.0,2.0,2
14.75,0,2,3,5,5.327876168789581,7138.0,8.0,19.0,940.0,1000.0,1.203,2.41,2.995732273553991,55.0,2.7788192719904172,10.7,1,120.0,175.0,20.0,2.0,2
14.75,0,2,3,5,6.315358001522335,8030.0,8.0,19.0,900.0,1000.0,1.503,1.24,2.70805020110221,55.0,2.0149030205422647,11.8,1,100.0,180.0,11.0,2.0,4
14.75,0,2,3,5,5.1647859739235145,8030.0,8.0,19.0,900.0,1000.0,1.503,1.24,2.70805020110221,55.0,2.0149030205422647,11.8,1,100.0,180.0,11.0,2.0,4
14.75,0,0,3,5,5.655991810819852,8721.0,3.0,16.0,900.0,940.0,1.197,1.72,3.6888794541139363,70.0,2.388762789235098,12.0,1,100.0,140.0,12.0,5.0,1
14.75,0,0,3,6,5.579729825986222,8721.0,3.0,16.0,900.0,940.0,1.197,1.72,3.6888794541139363,70.0,2.388762789235098,12.0,1,100.0,140.0,12.0,5.0,1
14.75,0,0,1,5,4.634728988229636,8721.0,3.0,16.0,900.0,940.0,1.197,1.72,3.6888794541139363,70.0,2.388762789235098,12.0,1,100.0,140.0,12.0,5.0,1
14.75,0,2,1,5,6.754604099487962,9477.0,6.0,16.0,900.0,940.0,1.58,1.72,3.8066624897703196,65.0,1.7749523509116738,12.0,1,150.0,160.0,12.5,7.0,4
14.75,0,0,1,5,6.669498089857879,10300.0,3.0,16.0,850.0,900.0,1.565,1.52,3.8066624897703196,70.0,2.0794415416798357,12.1,1,85.0,120.0,13.0,10.0,1
14.75,0,2,1,5,5.958424693029782,11062.0,6.0,16.0,650.0,900.0,1.571,1.12,3.2188758248682006,55.0,1.7404661748405046,12.8,1,100.0,160.0,16.0,8.0,4
14.75,0,2,1,6,5.855071922202427,11062.0,6.0,16.0,650.0,900.0,1.571,1.12,3.2188758248682006,55.0,1.7404661748405046,12.8,1,100.0,160.0,16.0,8.0,4
14.75,0,2,1,6,5.796057750765372,11965.0,8.0,19.0,650.0,900.0,1.61,1.12,3.2188758248682006,47.0,2.5952547069568657,12.8,1,120.0,150.0,18.0,8.0,4
14.75,0,2,1,7,6.608000625296087,11965.0,8.0,19.0,650.0,900.0,1.61,1.12,2.302585092994046,47.0,2.5952547069568657,12.8,1,120.0,150.0,18.0,8.0,4
10.625,0,3,1,7,2.70805020110221,12507.5,3.0,0.0,600.0,750.0,0.738,3.82,1.6094379124341003,45.0,1.3609765531356006,13.3,2,60.0,100.0,9.0,7.0,4
10.625,0,2,1,7,5.393627546352362,13426.5,7.0,16.0,680.0,680.0,0.738,3.82,2.70805020110221,40.0,2.766319109226186,13.6,1,100.0,145.0,16.0,8.0,4
10.625,0,2,0,7,7.025538314638521,13426.5,7.0,16.0,680.0,680.0,0.738,3.82,2.70805020110221,40.0,2.766319109226186,13.6,1,100.0,145.0,16.0,8.0,4
10.625,0,2,0,8,5.8944028342648505,13426.5,7.0,16.0,680.0,680.0,0.738,3.82,2.70805020110221,40.0,2.766319109226186,13.6,1,100.0,145.0,16.0,8.0,4
10.625,0,2,0,19,3.9512437185814275,13426.5,7.0,16.0,680.0,680.0,0.738,3.82,2.70805020110221,40.0,2.766319109226186,13.6,1,100.0,145.0,16.0,8.0,4
10.625,0,2,0,18,4.143134726391533,13426.5,7.0,16.0,680.0,680.0,0.738,3.82,2.70805020110221,40.0,2.766319109226186,13.6,1,100.0,145.0,16.0,8.0,4
10.625,0,2,0,18,3.7612001156935624,14359.5,7.0,16.0,680.0,680.0,0.738,3.82,2.995732273553991,25.0,1.6863989535702288,13.6,1,95.0,135.0,12.0,8.0,4
8.5,0,2,0,18,4.532599493153256,14506.5,8.0,13.0,450.0,600.0,0.813,2.6,1.6094379124341003,33.0,1.6094379124341003,8.4,2,90.0,140.0,12.0,6.0,4
8.5,0,2,2,7,3.784189633918261,14506.5,8.0,13.0,450.0,600.0,0.813,2.6,1.6094379124341003,33.0,1.6094379124341003,8.4,2,90.0,140.0,12.0,6.0,4
8.5,0,2,2,8,4.736198448394496,14506.5,8.0,13.0,450.0,600.0,0.813,2.6,1.6094379124341003,33.0,1.6094379124341003,8.4,2,90.0,140.0,12.0,6.0,4
8.5,0,2,2,8,7.357556200910353,15416.0,7.0,16.0,480.0,400.0,0.773,3.0,2.302585092994046,40.0,3.7932394694381792,9.5,1,110.0,155.0,14.0,7.0,4
8.5,1,2,2,8,5.075173815233827,16500.0,7.0,16.0,600.0,640.0,0.773,3.0,2.4849066497880004,40.0,2.7212954278522306,10.9,1,110.0,135.0,13.0,7.0,4
8.5,1,2,2,7,5.739792912179234,16500.0,7.0,16.0,600.0,640.0,0.773,3.0,2.4849066497880004,40.0,2.7212954278522306,10.9,1,110.0,135.0,13.0,7.0,4
8.5,1,2,2,8,4.859812404361672,16500.0,7.0,16.0,600.0,640.0,0.773,3.0,2.4849066497880004,40.0,2.7212954278522306,10.9,1,110.0,135.0,13.0,7.0,4
8.5,0,2,2,8,6.687108607866515,17202.5,6.0,16.0,600.0,620.0,0.773,3.0,2.4849066497880004,32.0,3.068052935133617,11.0,1,110.0,135.0,13.0,7.0,4
8.5,0,2,2,18,1.0986122886681098,17202.5,6.0,16.0,600.0,620.0,0.773,3.0,2.4849066497880004,32.0,3.068052935133617,11.0,1,110.0,135.0,13.0,7.0,4
8.5,4,2,2,18,3.2188758248682006,17605.0,7.0,16.0,600.0,640.0,1.63,3.0,2.302585092994046,30.0,2.3204250111223765,11.1,2,100.0,130.0,13.0,9.0,4
6.0,0,2,2,18,5.278114659230517,17703.0,6.0,13.0,200.0,250.0,0.907,1.2,2.302585092994046,20.0,1.1314021114911006,8.3,0,162.0,202.0,13.0,7.0,4
6.0,0,2,2,18,4.007333185232471,17828.5,6.0,13.0,250.0,280.0,0.907,1.2,1.6094379124341003,11.0,0.7419373447293773,8.4,0,177.0,195.0,13.0,7.0,4
6.0,0,2,2,18,5.4116460518550396,17977.5,6.0,13.0,250.0,270.0,0.907,1.2,1.6094379124341003,11.0,1.410986973710262,8.3,0,120.0,130.0,13.0,7.0,4
6.0,0,2,2,17,2.9444389791664403,17977.5,6.0,13.0,250.0,270.0,0.907,1.2,1.6094379124341003,11.0,1.410986973710262,8.3,0,120.0,130.0,13.0,7.0,4
6.0,0,2,2,0,6.302618975744905,18384.0,6.0,13.0,250.0,270.0,0.907,1.2,1.6094379124341003,18.0,1.840549633397487,9.8,1,80.0,150.0,13.0,7.0,4
6.0,0,2,2,0,3.1780538303479458,18384.0,6.0,13.0,250.0,270.0,0.907,1.2,1.6094379124341003,18.0,1.840549633397487,9.8,1,80.0,150.0,13.0,7.0,4
6.0,0,2,2,0,5.221436322212079,18669.0,6.0,13.0,250.0,270.0,0.907,1.2,1.5260563034950492,15.6,1.5260563034950492,9.8,1,102.0,142.0,12.8,7.0,4
6.0,1,2,2,0,5.332718793265369,18772.5,6.0,13.0,250.0,270.0,0.907,1.2,1.6094379124341003,11.0,1.0647107369924282,9.8,0,120.0,130.0,13.0,7.0,4
6.0,0,2,2,0,3.6635616461296463,18895.5,6.0,13.0,250.0,270.0,0.796,1.2,1.6094379124341003,11.0,1.589235205116581,9.8,1,110.0,130.0,13.0,7.0,4
6.0,1,2,2,0,4.700480365792417,19013.5,6.0,13.0,250.0,270.0,0.796,1.2,1.0986122886681098,20.0,0.9555114450274363,9.8,1,120.0,150.0,12.0,7.0,4
6.0,1,2,2,12,4.465908118654584,19013.5,6.0,13.0,250.0,270.0,0.796,1.2,1.0986122886681098,20.0,0.9555114450274363,9.8,1,120.0,150.0,12.0,7.0,4
6.0,0,2,2,12,3.871201010907891,19223.5,6.0,13.0,240.0,257.0,0.907,1.2,1.0986122886681098,15.0,1.308332819650179,9.8,1,120.0,145.0,11.0,8.0,4
6.0,0,2,2,13,3.5553480614894135,19223.5,6.0,13.0,240.0,257.0,0.907,1.2,1.0986122886681098,15.0,1.308332819650179,9.8,1,120.0,145.0,11.0,8.0,4
6.0,0,2,5,8,4.941642422609304,19223.5,6.0,13.0,240.0,257.0,0.907,1.2,1.0986122886681098,15.0,1.308332819650179,9.8,1,120.0,145.0,11.0,8.0,4
6.0,1,2,5,8,4.804021044733257,19568.5,6.0,13.0,250.0,270.0,0.796,1.2,1.6094379124341003,16.0,1.9021075263969205,9.8,2,120.0,150.0,13.0,7.0,4
6.0,1,2,5,8,5.043425116919247,19568.5,6.0,13.0,250.0,270.0,0.796,1.2,1.6094379124341003,16.0,1.9021075263969205,9.8,2,120.0,150.0,13.0,7.0,4
6.0,1,2,5,19,5.247024072160486,19568.5,6.0,13.0,250.0,270.0,0.796,1.2,1.6094379124341003,16.0,1.9021075263969205,9.8,2,120.0,150.0,13.0,7.0,4
6.0,0,2,5,19,2.0794415416798357,19806.0,6.0,13.0,250.0,250.0,0.748,0.48,1.0986122886681098,12.0,1.252762968495368,9.9,1,120.0,140.0,12.0,11.0,4
6.0,1,2,5,19,3.091042453358316,19899.0,6.0,13.0,202.0,235.0,0.907,0.48,1.3862943611198906,20.0,0.9555114450274363,10.0,1,10.0,140.0,13.0,9.0,4
6.0,1,2,5,18,5.049856007249537,19899.0,6.0,13.0,202.0,235.0,0.907,0.48,1.3862943611198906,20.0,0.9555114450274363,10.0,1,10.0,140.0,13.0,9.0,4
6.0,0,2,5,18,5.420534999272286,20122.5,6.0,13.0,250.0,280.0,0.907,0.33,1.0986122886681098,22.0,1.1314021114911006,10.0,2,100.0,150.0,11.0,9.0,4
6.0,0,2,5,17,3.7612001156935624,20278.5,6.0,16.0,280.0,280.0,0.663,1.2,1.6094379124341003,17.0,1.9315214116032138,10.0,2,130.0,140.0,11.0,9.0,4
26.0,0,0,4,10,4.2626798770413155,1282.0,3.0,19.0,880.0,930.0,0.994,0.62,2.302585092994046,50.0,3.8776385785663154,8.7,1,40.0,140.0,15.0,5.0,1
26.0,0,0,4,5,4.007333185232471,1282.0,3.0,19.0,880.0,930.0,0.994,0.62,2.302585092994046,50.0,3.8776385785663154,8.7,1,40.0,140.0,15.0,5.0,1
26.0,0,0,4,6,7.6638772587034705,1282.0,3.0,19.0,880.0,930.0,0.994,0.62,2.302585092994046,50.0,3.8776385785663154,8.7,1,40.0,140.0,15.0,5.0,1
18.5,0,2,3,6,7.333023014386481,4471.5,8.0,19.0,900.0,950.0,1.078,1.56,3.5553480614894135,55.0,4.0975062255596795,9.7,1,65.0,160.0,15.0,6.0,2
18.5,0,2,3,7,7.860570785538664,4471.5,8.0,19.0,900.0,950.0,1.078,1.56,3.5553480614894135,55.0,4.0975062255596795,9.7,1,65.0,160.0,15.0,6.0,2
14.75,0,2,3,7,7.738488122494646,7995.5,9.0,19.0,800.0,950.0,1.131,1.91,2.302585092994046,50.0,4.021773869387265,10.8,1,40.0,150.0,15.0,10.0,1
14.75,0,2,3,8,6.4457198193855785,7995.5,9.0,19.0,800.0,950.0,1.131,1.91,2.302585092994046,50.0,4.021773869387265,10.8,1,40.0,150.0,15.0,10.0,1
14.75,1,2,3,8,6.066108090103747,9673.5,9.0,19.0,880.0,930.0,1.178,1.82,2.70805020110221,35.0,3.370738174177447,12.2,1,80.0,145.0,14.0,10.0,1
14.75,4,2,3,8,5.5254529391317835,10527.0,9.0,19.0,900.0,900.0,1.178,1.439,2.70805020110221,45.0,3.6988297849671046,12.4,1,90.0,145.0,16.0,7.0,1
14.75,4,2,1,8,6.932447891572509,10527.0,9.0,19.0,900.0,900.0,1.178,1.439,2.70805020110221,45.0,3.6988297849671046,12.4,1,90.0,145.0,16.0,7.0,1
10.625,0,2,1,18,4.343805421853684,11203.5,8.0,13.0,650.0,650.0,0.65,2.23,2.302585092994046,46.0,1.449269160281279,12.9,1,60.0,110.0,10.0,4.0,1
10.625,0,3,1,18,5.568344503761097,11373.0,3.0,0.0,750.0,750.0,0.565,5.05,2.302585092994046,40.0,2.644044871126298,8.4,2,50.0,100.0,11.0,4.0,1
10.625,0,3,1,18,4.941642422609304,11574.0,3.0,0.0,750.0,750.0,0.565,5.05,0.6931471805599453,35.0,2.096790180014449,8.4,2,60.0,115.0,8.5,4.0,1
10.625,0,2,1,18,5.159055299214529,11731.0,9.0,13.0,650.0,700.0,0.557,5.6,2.302585092994046,45.0,1.4838746894587547,8.4,2,80.0,120.0,10.0,5.0,0
10.625,0,3,1,18,3.9318256327243257,11848.5,3.0,0.0,750.0,355.0,0.565,5.05,1.791759469228055,40.0,1.8082887711792655,8.4,2,55.0,115.0,10.0,4.0,1
10.625,0,3,1,17,2.302585092994046,11848.5,3.0,0.0,712.5,355.0,0.565,5.05,1.749199854809259,40.0,1.8082887711792655,8.4,2,56.25,115.0,10.0,4.0,1
10.625,0,2,1,17,5.746203190540153,12035.5,7.0,16.0,700.0,700.0,0.773,3.3,1.3862943611198906,35.0,2.028148247292285,9.5,1,80.0,130.0,8.0,7.0,4
10.625,0,2,1,17,6.612041034833092,12564.0,7.0,16.0,700.0,700.0,0.773,3.3,1.6094379124341003,35.0,2.714694743820879,9.5,1,80.0,130.0,12.0,6.0,0
10.625,0,2,1,0,2.9444389791664403,12564.0,7.0,16.0,700.0,700.0,0.773,3.3,1.6094379124341003,35.0,2.714694743820879,9.5,1,80.0,130.0,12.0,6.0,0
8.5,0,2,1,0,5.648974238161206,13078.0,7.0,16.0,279.0,553.0,0.537,0.7,1.6094379124341003,35.0,1.5260563034950492,9.7,2,60.0,120.0,10.0,5.0,2
8.5,0,2,1,0,5.831882477283517,13390.5,7.0,16.0,265.0,522.0,0.464,0.7,0.6931471805599453,35.0,1.4586150226995167,8.2,2,81.0,140.0,9.0,6.0,0
8.5,0,2,1,0,5.278114659230517,13663.0,8.0,13.0,256.0,520.0,0.614,0.45,1.7676619176489945,30.0,1.410986973710262,8.2,2,75.42857142857143,125.0,7.0,5.0,4
8.5,0,2,1,14,2.0794415416798357,13663.0,8.0,13.0,256.0,520.0,0.614,0.45,2.2512917986064953,30.0,1.410986973710262,8.2,2,78.0,125.0,7.0,5.0,4
8.5,0,2,1,14,5.5053315359323625,13888.0,7.0,16.0,560.0,560.0,0.569,0.5,2.2512917986064953,35.0,1.7047480922384253,8.2,1,78.0,125.0,7.0,4.0,4
8.5,0,2,1,14,5.389071729816501,14120.5,7.0,13.0,560.0,600.0,0.557,4.3,2.70805020110221,30.0,1.8082887711792655,8.2,2,90.0,120.0,8.0,6.0,0
8.5,0,2,1,14,4.574710978503383,14278.5,8.0,13.0,600.0,600.0,0.614,4.4,2.2512917986064953,45.0,0.9162907318741551,8.2,2,78.0,115.0,9.0,7.0,1
8.5,0,2,1,14,5.288267030694535,14426.0,8.0,13.0,300.0,550.0,0.557,2.4,1.6094379124341003,35.0,1.3862943611198906,8.3,2,90.0,130.0,9.0,7.0,4
8.5,0,2,1,14,4.02535169073515,14602.5,8.0,13.0,300.0,600.0,0.557,5.5,2.2512917986064953,30.0,1.6094379124341003,8.4,2,50.0,135.0,8.5,7.0,4
8.5,0,2,1,11,4.59511985013459,14602.5,8.0,13.0,300.0,600.0,0.557,5.5,2.017700225163326,30.0,1.6094379124341003,8.4,2,50.0,135.0,8.5,7.0,4
